"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Lat Pulldown (Machine)",,"",2,"normal",170,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Lat Pulldown (Machine)",,"",3,"normal",130,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Supine Press",,"More weighr mext time",0,"normal",130,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Supine Press",,"More weighr mext time",1,"normal",200,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Supine Press",,"More weighr mext time",2,"normal",200,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Iso-Lateral Row (Machine)",,"Unilateral",0,"normal",95,6,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Iso-Lateral Row (Machine)",,"Unilateral",1,"normal",80,8,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Shoulder Press (Machine)",,"",0,"normal",150,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Shoulder Press (Machine)",,"",1,"normal",170,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Pull Up (Assisted)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Pull Up (Assisted)",,"",1,"normal",40,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Dip Machine",,"",0,"normal",205,8,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Dip Machine",,"",1,"normal",175,8,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Dip Machine",,"",2,"normal",130,11,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Preacher Curl (Machine)",,"",0,"normal",90,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Preacher Curl (Machine)",,"",1,"normal",100,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Preacher Curl (Machine)",,"",2,"normal",70,5,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Cross Body Hammer Curl",,"",0,"normal",45,30,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Cross Body Hammer Curl",,"",1,"normal",45,20,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Calf Raise",,"",0,"normal",135,12,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Seated Calf Raise",,"",1,"normal",135,12,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Incline Chest Press (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Chest Fly (Machine)",,"",0,"normal",120,7,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Chest Fly (Machine)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Chest Fly (Machine)",,"",2,"normal",90,8,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Rear Delt Reverse Fly (Machine)",,"",0,"normal",90,12,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Rear Delt Reverse Fly (Machine)",,"",1,"normal",80,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:47","8 Jan 2026, 18:32","Absolutely diabolical","Rear Delt Reverse Fly (Machine)",,"",2,"normal",70,12,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Leg Press Horizontal (Machine)",,"",0,"normal",240,10,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Leg Press Horizontal (Machine)",,"",1,"normal",300,8,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Leg Press Horizontal (Machine)",,"",2,"normal",380,15,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Leg Press Horizontal (Machine)",,"",3,"normal",300,20,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Seated Leg Curl (Machine)",,"",0,"normal",130,12,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Seated Leg Curl (Machine)",,"",1,"normal",200,5,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Seated Leg Curl (Machine)",,"",2,"normal",180,7,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Seated Leg Curl (Machine)",,"",3,"normal",150,10,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Hip Adduction (Machine)",,"",0,"normal",100,15,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Hip Adduction (Machine)",,"",1,"normal",205,25,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Hip Adduction (Machine)",,"",2,"normal",205,18,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Standing Calf Raise (Machine)",,"",0,"normal",270,12,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Standing Calf Raise (Machine)",,"",1,"normal",270,12,,,
"Legs PF","7 Jan 2026, 16:19","7 Jan 2026, 17:02","","Standing Calf Raise (Machine)",,"",2,"normal",180,20,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Incline Bench Press (Smith Machine)",,"",0,"normal",75,8,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Incline Bench Press (Smith Machine)",,"",1,"normal",115,8,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Incline Bench Press (Smith Machine)",,"",2,"normal",115,7,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Incline Bench Press (Smith Machine)",,"",3,"normal",115,6,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Supine Press",,"Neutrial grip last set",0,"normal",110,10,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Supine Press",,"Neutrial grip last set",1,"normal",200,6,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Supine Press",,"Neutrial grip last set",2,"normal",200,5,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Shoulder Press (Dumbbell)",,"",0,"normal",50,12,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Shoulder Press (Dumbbell)",,"",1,"normal",50,15,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Seated Dip Machine",,"",0,"normal",175,11,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Seated Dip Machine",,"",1,"normal",150,12,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Seated Shoulder Press (Machine)",,"",0,"normal",140,9,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Seated Shoulder Press (Machine)",,"",1,"normal",140,7,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Triceps Dip (Assisted)",,"",0,"normal",20,6,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Triceps Dip (Assisted)",,"",1,"normal",40,6,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Chest Fly (Machine)",,"chest is COOKED",0,"normal",140,5,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Chest Fly (Machine)",,"chest is COOKED",1,"normal",125,5,,,
"Push PF","4 Jan 2026, 14:08","4 Jan 2026, 15:14","","Chest Fly (Machine)",,"chest is COOKED",2,"normal",90,13,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Lat Pulldown (Machine)",,"",0,"normal",120,8,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Lat Pulldown (Machine)",,"",1,"normal",210,6,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Lat Pulldown (Machine)",,"",2,"normal",190,7,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Lat Pulldown (Machine)",,"",3,"normal",150,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",60,12,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",80,12,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",100,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Preacher Curl (Machine)",,"",0,"normal",80,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Preacher Curl (Machine)",,"",1,"normal",100,8,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Preacher Curl (Machine)",,"",2,"normal",95,8,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Pull Up (Assisted)",,"",0,"normal",50,9,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Pull Up (Assisted)",,"",1,"normal",60,7,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Cross Body Hammer Curl",,"Alternating",0,"normal",55,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Cross Body Hammer Curl",,"Alternating",1,"normal",55,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",70,12,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",85,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",70,15,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Calf Raise",,"Quarter reps at end set 2",0,"normal",115,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Calf Raise",,"Quarter reps at end set 2",1,"normal",135,14,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Seated Calf Raise",,"Quarter reps at end set 2",2,"normal",135,10,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Standing Calf Raise (Machine)",,"",0,"normal",180,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Standing Calf Raise (Machine)",,"",1,"normal",180,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Iso-Lateral Row (Machine)",,"",0,"normal",120,8,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Iso-Lateral Row (Machine)",,"",1,"normal",200,4,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Iso-Lateral Row (Machine)",,"",2,"normal",160,7,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Shrug (Dumbbell)",,"",0,"normal",80,15,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Shrug (Dumbbell)",,"",1,"normal",80,20,,,
"Afternoon workout 💪","3 Jan 2026, 11:53","3 Jan 2026, 14:03","","Shrug (Dumbbell)",,"",2,"normal",80,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Leg Press Horizontal (Machine)",,"",0,"normal",240,10,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Leg Press Horizontal (Machine)",,"",1,"normal",300,15,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Leg Press Horizontal (Machine)",,"",2,"normal",360,12,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Abduction (Machine)",,"",0,"normal",100,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Abduction (Machine)",,"",1,"normal",175,12,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Abduction (Machine)",,"",2,"normal",155,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Adduction (Machine)",,"",0,"normal",120,15,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Adduction (Machine)",,"",1,"normal",205,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Hip Adduction (Machine)",,"",2,"normal",205,10,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Seated Leg Curl (Machine)",,"",0,"normal",140,10,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Seated Leg Curl (Machine)",,"",1,"normal",190,10,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Seated Leg Curl (Machine)",,"",2,"normal",160,12,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Seated Calf Raise",,"",0,"normal",115,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Seated Calf Raise",,"",1,"normal",135,10,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Standing Calf Raise (Machine)",,"",0,"normal",180,20,,,
"Legs PF","1 Jan 2026, 13:58","1 Jan 2026, 14:58","","Standing Calf Raise (Machine)",,"",1,"normal",180,20,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Lat Pulldown (Machine)",,"",0,"normal",100,8,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Lat Pulldown (Machine)",,"",1,"normal",210,5,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Lat Pulldown (Machine)",,"",2,"normal",180,7,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Lat Pulldown (Machine)",,"",3,"normal",140,13,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Incline Bench Press (Smith Machine)",,"",0,"normal",45,8,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Incline Bench Press (Smith Machine)",,"",1,"normal",115,8,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Incline Bench Press (Smith Machine)",,"",2,"normal",115,9,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Row (Machine)",,"",0,"normal",90,8,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Row (Machine)",,"",1,"normal",170,10,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Row (Machine)",,"",2,"normal",14,10,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Shoulder Press (Machine)",,"",0,"normal",80,8,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Shoulder Press (Machine)",,"",1,"normal",180,5,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Shoulder Press (Machine)",,"",2,"normal",120,10,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Chest Fly (Machine)",,"",0,"normal",130,11,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Chest Fly (Machine)",,"",1,"normal",115,12,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Chest Fly (Machine)",,"",2,"normal",100,11,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Incline Curl (Dumbbell)",,"",0,"normal",60,11,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Incline Curl (Dumbbell)",,"",1,"dropset",60,6,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Seated Incline Curl (Dumbbell)",,"",2,"dropset",50,3,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Hammer Curl (Dumbbell)",,"Seated",0,"normal",50,5,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Triceps Rope Pushdown",,"",0,"normal",37.5,10,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Triceps Rope Pushdown",,"",1,"normal",42.5,12,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Triceps Rope Pushdown",,"",2,"normal",37.5,11,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Preacher Curl (Machine)",,"",0,"normal",70,10,,,
"Morning workout ☀️","31 Dec 2025, 11:00","31 Dec 2025, 12:43","Hit ur rear delts next time","Preacher Curl (Machine)",,"",1,"normal",95,5,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Supine Press",,"",0,"normal",110,10,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Supine Press",,"",1,"normal",160,8,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Supine Press",,"",2,"normal",200,6,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Seated Shoulder Press (Machine)",,"",0,"normal",100,8,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Seated Shoulder Press (Machine)",,"",1,"normal",180,6,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Seated Shoulder Press (Machine)",,"",2,"normal",140,8,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Triceps Extension (Machine)",,"",0,"normal",50,8,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Triceps Extension (Machine)",,"",1,"normal",50,10,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Seated Shoulder Press (Machine)",,"Converging",0,"normal",75,12,,,
"Morning workout ☀️","29 Dec 2025, 19:53","29 Dec 2025, 20:28","","Seated Shoulder Press (Machine)",,"Converging",1,"normal",95,8,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Bench Press (Dumbbell)",,"",0,"normal",50,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Dumbbell Squeeze Press",,"",0,"normal",50,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Decline Push Up",,"",0,"normal",,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Dumbbell Row",,"Unilateral",0,"normal",25,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Pullover (Dumbbell)",,"",0,"normal",25,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",30,7,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",20,15,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Lateral Raise (Dumbbell)",,"",1,"normal",10,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Triceps Extension (Dumbbell)",,"Right hand focus then left, both hands both times",0,"normal",25,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Triceps Extension (Dumbbell)",,"Right hand focus then left, both hands both times",1,"normal",25,20,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Cross Body Hammer Curl",,"Alternating / 20 e",0,"normal",25,40,,,
"Afternoon workout 💪","25 Dec 2025, 15:30","25 Dec 2025, 16:00","","Incline Bench Press (Dumbbell)",,"",0,"normal",50,20,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lat Pulldown (Machine)",,"",0,"normal",100,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lat Pulldown (Machine)",,"",1,"normal",160,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lat Pulldown (Machine)",,"",2,"normal",200,5,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lat Pulldown (Machine)",,"",3,"normal",150,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Bench Press (Smith Machine)",,"",0,"normal",25,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Bench Press (Smith Machine)",,"",1,"normal",115,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Bench Press (Smith Machine)",,"",2,"normal",145,3,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Seated Shoulder Press (Machine)",,"HS",0,"normal",120,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Seated Shoulder Press (Machine)",,"HS",1,"normal",160,6,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Seated Shoulder Press (Machine)",,"HS",2,"normal",140,7,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Iso-Lateral Row (Machine)",,"",0,"normal",180,6,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Iso-Lateral Row (Machine)",,"",1,"normal",140,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Iso-Lateral Row (Machine)",,"",2,"normal",100,15,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Preacher Curl (Machine)",,"",0,"normal",80,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Preacher Curl (Machine)",,"",1,"normal",90,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Seated Incline Curl (Dumbbell)",,"",0,"normal",70,6,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,12,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Shoulder Press (Dumbbell)",,"",0,"normal",50,12,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Shoulder Press (Dumbbell)",,"",1,"normal",50,12,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lateral Raise (Dumbbell)",,"",0,"normal",15,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lateral Raise (Dumbbell)",,"",1,"normal",15,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Lateral Raise (Dumbbell)",,"",2,"normal",15,8,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Triceps Pressdown",,"Single arm idk weight",0,"normal",15,10,,,
"Pull Vfit","23 Dec 2025, 13:28","23 Dec 2025, 14:47","","Triceps Pressdown",,"Single arm idk weight",1,"normal",15,8,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Supine Press",,"",0,"normal",110,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Supine Press",,"",1,"normal",160,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Supine Press",,"",2,"normal",180,8,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Shoulder Press (Machine)",,"Converging",0,"normal",80,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Shoulder Press (Machine)",,"Converging",1,"normal",100,8,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Shoulder Press (Machine)",,"Converging",2,"normal",70,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Chest Fly (Machine)",,"",0,"normal",130,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Chest Fly (Machine)",,"",1,"normal",100,15,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Chest Fly (Machine)",,"",2,"normal",100,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Dip Machine",,"",0,"normal",85,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Dip Machine",,"",1,"normal",175,8,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Dip Machine",,"",2,"dropset",145,10,,,
"Evening workout 🏋️","22 Dec 2025, 18:54","22 Dec 2025, 19:28","","Seated Dip Machine",,"",3,"dropset",115,6,,,
